time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-22 00:00:00+00:00,6,6,412,113
2025-02-23 00:00:00+00:00,3,3,799,248
2025-02-24 00:00:00+00:00,11,10,2088,503
2025-02-25 00:00:00+00:00,29,15,2043,530
2025-02-26 00:00:00+00:00,20,14,1657,471
2025-02-27 00:00:00+00:00,37,18,2004,467
2025-02-28 00:00:00+00:00,42,16,1586,401
2025-03-01 00:00:00+00:00,4,3,863,232
2025-03-02 00:00:00+00:00,6,4,744,216
2025-03-03 00:00:00+00:00,3,3,1621,475
2025-03-04 00:00:00+00:00,11,9,2061,548
2025-03-05 00:00:00+00:00,28,17,2013,522
2025-03-06 00:00:00+00:00,12,10,2018,514
2025-03-07 00:00:00+00:00,35,18,1659,428
2025-03-08 00:00:00+00:00,15,6,262,93
