time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-11 00:00:00+00:00,4,4,2114,302
2024-04-12 00:00:00+00:00,11,10,4329,522
2024-04-13 00:00:00+00:00,4,4,2096,268
2024-04-14 00:00:00+00:00,1,1,2373,274
2024-04-15 00:00:00+00:00,35,17,5019,595
2024-04-16 00:00:00+00:00,45,16,5309,624
2024-04-17 00:00:00+00:00,29,15,4630,581
2024-04-18 00:00:00+00:00,21,10,4495,597
2024-04-19 00:00:00+00:00,12,9,3921,522
2024-04-20 00:00:00+00:00,10,10,2611,268
2024-04-21 00:00:00+00:00,6,5,2220,297
2024-04-22 00:00:00+00:00,19,14,4693,614
2024-04-23 00:00:00+00:00,16,15,5535,683
2024-04-24 00:00:00+00:00,42,22,4926,605
2024-04-25 00:00:00+00:00,11,8,1787,266
