time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-30 00:00:00+00:00,1,1,171,61
2025-08-31 00:00:00+00:00,3,3,469,149
2025-09-01 00:00:00+00:00,4,4,1144,312
2025-09-02 00:00:00+00:00,8,8,1815,369
2025-09-03 00:00:00+00:00,23,18,1299,344
2025-09-04 00:00:00+00:00,10,9,1118,294
2025-09-05 00:00:00+00:00,20,15,882,262
2025-09-06 00:00:00+00:00,8,8,414,110
2025-09-07 00:00:00+00:00,16,13,417,139
2025-09-08 00:00:00+00:00,11,10,821,306
2025-09-09 00:00:00+00:00,5,5,963,273
2025-09-10 00:00:00+00:00,14,12,1181,282
2025-09-11 00:00:00+00:00,9,9,971,278
2025-09-12 00:00:00+00:00,11,11,885,233
2025-09-13 00:00:00+00:00,6,6,192,68
