referrer,views_total,views_unique
Google,3867,1091
github.com,915,275
Bing,311,86
monai.readthedocs.io,296,92
chatgpt.com,267,82
project-monai.github.io,200,74
monai-dev.readthedocs.io,90,27
statics.teams.cdn.office.net,74,27
search.brave.com,60,20
doubao.com,45,9
