referrer,views_total,views_unique
Google,2982,881
github.com,1553,430
monai.readthedocs.io,374,109
chatgpt.com,316,99
Bing,270,68
project-monai.github.io,150,59
qwant.com,111,10
doubao.com,82,13
statics.teams.cdn.office.net,73,24
monai-dev.readthedocs.io,71,20
