time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-26 00:00:00+00:00,4,4,2762,336
2024-03-27 00:00:00+00:00,29,12,4191,563
2024-03-28 00:00:00+00:00,11,10,4472,523
2024-03-29 00:00:00+00:00,6,6,3671,419
2024-03-30 00:00:00+00:00,4,4,2077,264
2024-03-31 00:00:00+00:00,3,3,2079,253
2024-04-01 00:00:00+00:00,27,12,3512,426
2024-04-02 00:00:00+00:00,23,19,4295,593
2024-04-03 00:00:00+00:00,11,10,4505,522
2024-04-04 00:00:00+00:00,12,12,3333,477
2024-04-05 00:00:00+00:00,12,11,3231,440
2024-04-06 00:00:00+00:00,4,4,2212,241
2024-04-07 00:00:00+00:00,6,6,2310,318
2024-04-08 00:00:00+00:00,12,9,4668,582
2024-04-09 00:00:00+00:00,9,8,2199,276
