time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-15 00:00:00+00:00,2.0,2.0,1475,182
2024-08-16 00:00:00+00:00,27.0,6.0,3635,356
2024-08-17 00:00:00+00:00,17.0,3.0,1652,182
2024-08-18 00:00:00+00:00,3.0,1.0,1634,210
2024-08-19 00:00:00+00:00,9.0,4.0,3155,395
2024-08-20 00:00:00+00:00,64.0,1.0,3669,500
2024-08-21 00:00:00+00:00,16.0,2.0,3171,461
2024-08-22 00:00:00+00:00,18.0,7.0,3268,425
2024-08-23 00:00:00+00:00,15.0,4.0,3555,365
2024-08-24 00:00:00+00:00,5.0,3.0,1155,165
2024-08-25 00:00:00+00:00,,,1054,159
2024-08-26 00:00:00+00:00,10.0,4.0,3549,437
2024-08-27 00:00:00+00:00,11.0,3.0,3529,472
2024-08-28 00:00:00+00:00,19.0,4.0,3866,445
2024-08-29 00:00:00+00:00,19.0,2.0,1754,230
