referrer,views_total,views_unique
Google,6376,1040
github.com,3389,351
docs.monai.io,2774,473
monai.io,2649,448
medici-codalab-main.eastus.cloudapp.azure.com,136,19
covid-segmentation.grand-challenge.org,97,20
Bing,92,28
blog.csdn.net,80,10
link.csdn.net,70,24
link.zhihu.com,67,22
