referrer,views_total,views_unique
Google,4166,970
docs.monai.io,1145,294
github.com,920,226
monai.io,595,169
Bing,362,84
chatgpt.com,324,117
cn.bing.com,83,22
colab.research.google.com,75,13
link.zhihu.com,60,15
DuckDuckGo,58,10
