referrer,views_total,views_unique
Google,4719,1148
github.com,1143,270
monai.io,1102,258
docs.monai.io,1066,298
Bing,358,86
chatgpt.com,263,92
cn.bing.com,105,31
statics.teams.cdn.office.net,86,21
DuckDuckGo,84,24
arxiv.org,45,11
