time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-08 00:00:00+00:00,3,3,331,120
2025-03-09 00:00:00+00:00,6,3,911,256
2025-03-10 00:00:00+00:00,20,11,2014,494
2025-03-11 00:00:00+00:00,93,19,2714,530
2025-03-12 00:00:00+00:00,35,14,2354,554
2025-03-13 00:00:00+00:00,65,15,2251,562
2025-03-14 00:00:00+00:00,61,17,1747,461
2025-03-15 00:00:00+00:00,11,11,984,260
2025-03-16 00:00:00+00:00,6,6,1108,250
2025-03-17 00:00:00+00:00,70,24,2044,518
2025-03-18 00:00:00+00:00,50,20,2025,510
2025-03-19 00:00:00+00:00,106,31,2059,501
2025-03-20 00:00:00+00:00,18,11,2233,513
2025-03-21 00:00:00+00:00,10,7,1782,443
2025-03-22 00:00:00+00:00,7,7,364,106
