referrer,views_total,views_unique
Google,15171,1734
monai.io,4808,545
docs.monai.io,3773,420
github.com,3634,357
Bing,1076,129
link.zhihu.com,575,81
cn.bing.com,362,55
monai.medium.com,300,22
colab.research.google.com,257,36
link.csdn.net,190,26
