referrer,views_total,views_unique
Google,7008,1659
github.com,1535,309
docs.monai.io,1518,338
monai.io,1115,270
Bing,766,133
chatgpt.com,199,64
arxiv.org,138,21
cn.bing.com,123,43
search.brave.com,94,17
DuckDuckGo,83,18
