time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-25 00:00:00+00:00,16,10,423,124
2025-05-26 00:00:00+00:00,14,10,1638,417
2025-05-27 00:00:00+00:00,11,11,1705,466
2025-05-28 00:00:00+00:00,20,16,1506,436
2025-05-29 00:00:00+00:00,17,12,5749,389
2025-05-30 00:00:00+00:00,13,12,1143,331
2025-05-31 00:00:00+00:00,28,12,754,178
2025-06-01 00:00:00+00:00,5,5,994,194
2025-06-02 00:00:00+00:00,21,19,1690,377
2025-06-03 00:00:00+00:00,11,11,1631,408
2025-06-04 00:00:00+00:00,11,7,1874,410
2025-06-05 00:00:00+00:00,10,9,1365,403
2025-06-06 00:00:00+00:00,10,9,1558,371
2025-06-07 00:00:00+00:00,10,8,730,174
2025-06-08 00:00:00+00:00,3,3,306,93
