url_path,views_total,views_unique
/Project-MONAI/tutorials,2170,1308
/Project-MONAI/tutorials/tree/main/3d_segmentation,2004,492
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,1409,353
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,1287,356
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,1113,280
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,1101,270
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,929,248
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,838,233
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,818,200
/Project-MONAI/tutorials/tree/main/auto3dseg,769,170
