referrer,views_total,views_unique
github.com,3542,590
Google,3155,852
docs.monai.io,1874,458
monai.io,1364,383
link.zhihu.com,73,19
elearningv4.nuk.edu.tw,69,8
Bing,58,25
paperswithcode.com,50,29
colab.research.google.com,50,22
statics.teams.cdn.office.net,49,12
