referrer,views_total,views_unique
Google,6362,1616
github.com,1520,309
monai.io,1240,352
docs.monai.io,949,263
Bing,320,95
youtube.com,148,10
DuckDuckGo,102,19
cn.bing.com,101,44
link.csdn.net,101,25
arxiv.org,96,17
