url_path,views_total,views_unique
/Project-MONAI/tutorials,1493,1019
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,358,183
/Project-MONAI/tutorials/tree/main/3d_segmentation,337,217
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,332,171
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,268,119
/Project-MONAI/tutorials/tree/main,242,161
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,187,110
/Project-MONAI/tutorials/tree/main/generation/maisi,181,90
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,175,101
/Project-MONAI/tutorials/blob/main/generation/maisi/README.md,168,99
