referrer,views_total,views_unique
Google,976,420
github.com,592,245
monai.readthedocs.io,180,67
chatgpt.com,161,73
Bing,69,37
docs.monai.io,22,3
arxiv.org,18,2
notebooks.githubusercontent.com,13,9
teams.public.onecdn.static.microsoft,12,7
search.brave.com,12,6
