time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-18 00:00:00+00:00,,,951,127
2024-02-19 00:00:00+00:00,16.0,14.0,3672,443
2024-02-20 00:00:00+00:00,7.0,7.0,4695,562
2024-02-21 00:00:00+00:00,8.0,8.0,4375,536
2024-02-22 00:00:00+00:00,16.0,10.0,4574,491
2024-02-23 00:00:00+00:00,8.0,6.0,3769,486
2024-02-24 00:00:00+00:00,5.0,4.0,1616,236
2024-02-25 00:00:00+00:00,10.0,7.0,1680,262
2024-02-26 00:00:00+00:00,27.0,12.0,4297,586
2024-02-27 00:00:00+00:00,12.0,9.0,4774,552
2024-02-28 00:00:00+00:00,21.0,11.0,4426,510
2024-02-29 00:00:00+00:00,25.0,15.0,4577,535
2024-03-01 00:00:00+00:00,38.0,16.0,4073,508
2024-03-02 00:00:00+00:00,9.0,9.0,2264,283
2024-03-03 00:00:00+00:00,4.0,4.0,719,109
