referrer,views_total,views_unique
Google,1413,448
github.com,1064,256
monai.readthedocs.io,304,75
chatgpt.com,129,56
Bing,116,47
teams.public.onecdn.static.microsoft,33,9
search.brave.com,33,8
monai-dev.readthedocs.io,29,13
yuque.com,25,4
notebooks.githubusercontent.com,20,6
