referrer,views_total,views_unique
Google,1639,650
github.com,739,256
Bing,301,57
chatgpt.com,199,93
monai.readthedocs.io,142,69
project-monai.github.io,69,39
monai-dev.readthedocs.io,61,15
statics.teams.cdn.office.net,50,15
search.brave.com,39,10
link.zhihu.com,32,4
