referrer,views_total,views_unique
github.com,3339,587
Google,2745,690
docs.monai.io,1631,427
monai.io,1215,296
paperswithcode.com,84,23
notebooks.githubusercontent.com,59,17
covid-segmentation.grand-challenge.org,58,20
colab.research.google.com,53,10
cn.bing.com,39,10
link.zhihu.com,34,19
