time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-01 00:00:00+00:00,6,5,536,169
2025-05-02 00:00:00+00:00,22,19,1076,330
2025-05-03 00:00:00+00:00,32,10,715,187
2025-05-04 00:00:00+00:00,21,17,752,203
2025-05-05 00:00:00+00:00,6,6,1544,410
2025-05-06 00:00:00+00:00,7,7,1683,436
2025-05-07 00:00:00+00:00,23,15,1976,461
2025-05-08 00:00:00+00:00,11,10,3965,450
2025-05-09 00:00:00+00:00,24,15,1310,355
2025-05-10 00:00:00+00:00,9,9,682,203
2025-05-11 00:00:00+00:00,21,14,671,209
2025-05-12 00:00:00+00:00,60,26,1663,475
2025-05-13 00:00:00+00:00,11,10,1709,463
2025-05-14 00:00:00+00:00,13,11,1681,511
2025-05-15 00:00:00+00:00,6,5,686,197
