referrer,views_total,views_unique
Google,7036,1713
github.com,1463,331
monai.io,1276,349
docs.monai.io,1134,291
Bing,430,113
linkedin.com,132,92
cn.bing.com,122,44
statics.teams.cdn.office.net,121,46
link.csdn.net,82,23
colab.research.google.com,81,24
