referrer,views_total,views_unique
Google,14707,1720
docs.monai.io,4063,473
monai.io,3378,476
github.com,3070,343
Bing,758,112
cn.bing.com,234,45
DuckDuckGo,184,23
notebooks.githubusercontent.com,175,21
youtube.com,167,10
link.zhihu.com,155,40
