url_path,views_total,views_unique
/Project-MONAI/tutorials,3309,1439
/Project-MONAI/tutorials/tree/main/3d_segmentation,1002,511
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,605,304
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,596,350
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,506,311
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,462,256
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,462,256
/Project-MONAI/tutorials/tree/main/auto3dseg,324,127
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,281,178
/Project-MONAI/tutorials/tree/main/3d_classification,268,157
