referrer,views_total,views_unique
Google,9932,1287
monai.io,2500,393
github.com,2427,294
docs.monai.io,2146,284
Bing,835,83
cn.bing.com,322,45
DuckDuckGo,170,18
statics.teams.cdn.office.net,150,28
notebooks.githubusercontent.com,150,14
chatgpt.com,129,12
