referrer,views_total,views_unique
github.com,3202,582
Google,2801,701
docs.monai.io,1542,409
monai.io,1244,308
covid-segmentation.grand-challenge.org,91,27
notebooks.githubusercontent.com,50,15
paperswithcode.com,47,17
elearningv4.nuk.edu.tw,47,15
cn.bing.com,43,8
colab.research.google.com,41,7
