referrer,views_total,views_unique
Google,7280,1650
docs.monai.io,1477,339
github.com,1376,266
monai.io,773,232
Bing,476,105
chatgpt.com,319,102
cn.bing.com,218,47
notebooks.githubusercontent.com,133,29
statics.teams.cdn.office.net,84,31
slides.com,69,16
