time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-12 00:00:00+00:00,14,13,809,291
2026-03-13 00:00:00+00:00,14,12,555,203
2026-03-14 00:00:00+00:00,321,12,344,127
2026-03-15 00:00:00+00:00,10,8,465,136
2026-03-16 00:00:00+00:00,55,11,790,257
2026-03-17 00:00:00+00:00,99,10,867,252
2026-03-18 00:00:00+00:00,54,13,872,314
2026-03-19 00:00:00+00:00,67,13,913,300
2026-03-20 00:00:00+00:00,174,7,659,250
2026-03-21 00:00:00+00:00,11,9,354,155
2026-03-22 00:00:00+00:00,5,5,387,161
2026-03-23 00:00:00+00:00,23,11,972,344
2026-03-24 00:00:00+00:00,13,11,996,357
2026-03-25 00:00:00+00:00,20,12,746,320
