url_path,views_total,views_unique
/Project-MONAI/tutorials/tree/main/3d_segmentation,2732,669
/Project-MONAI/tutorials,2600,1499
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,2010,456
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,1792,409
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,1605,406
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,1212,282
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,1206,322
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,1108,290
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,1051,263
/Project-MONAI/tutorials/blob/main/3d_segmentation/unet_segmentation_3d_ignite.ipynb,784,212
