referrer,views_total,views_unique
Google,1196,492
github.com,877,280
chatgpt.com,175,76
monai.readthedocs.io,168,74
Bing,91,49
project-monai.github.io,17,6
notebooks.githubusercontent.com,16,3
x0cda6aypck.feishu.cn,16,1
monai-dev.readthedocs.io,14,6
github-com.translate.goog,14,2
