referrer,views_total,views_unique
Google,1693,585
github.com,805,259
monai.readthedocs.io,205,73
chatgpt.com,139,57
Bing,129,50
project-monai.github.io,69,32
search.brave.com,22,7
research.aneural.org,21,1
statics.teams.cdn.office.net,17,11
monai-dev.readthedocs.io,16,11
