referrer,views_total,views_unique
Google,6070,1258
monai.io,1587,420
docs.monai.io,1428,401
github.com,1031,256
Bing,251,45
statics.teams.cdn.office.net,134,36
DuckDuckGo,56,20
notebooks.githubusercontent.com,42,20
Yahoo,39,1
colab.research.google.com,37,23
