url_path,views_total,views_unique
/Project-MONAI/tutorials,1373,909
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,363,179
/Project-MONAI/tutorials/tree/main/3d_segmentation,310,210
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,304,152
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,235,131
/Project-MONAI/tutorials/tree/main,215,135
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,173,92
/Project-MONAI/tutorials/tree/main/detection,154,71
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,153,101
/Project-MONAI/tutorials/blob/main/auto3dseg/README.md,151,101
