time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-15 00:00:00+00:00,1,1,821,132
2023-10-16 00:00:00+00:00,20,12,4332,536
2023-10-17 00:00:00+00:00,30,16,4494,515
2023-10-18 00:00:00+00:00,19,12,4186,517
2023-10-19 00:00:00+00:00,34,14,4026,514
2023-10-20 00:00:00+00:00,21,9,3571,425
2023-10-21 00:00:00+00:00,3,3,2089,247
2023-10-22 00:00:00+00:00,4,3,1881,240
2023-10-23 00:00:00+00:00,14,8,4258,526
2023-10-24 00:00:00+00:00,14,10,4531,573
2023-10-25 00:00:00+00:00,25,10,5145,586
2023-10-26 00:00:00+00:00,24,15,3824,546
2023-10-27 00:00:00+00:00,10,8,3562,496
2023-10-28 00:00:00+00:00,6,6,1646,218
2023-10-29 00:00:00+00:00,1,1,742,113
