referrer,views_total,views_unique
Google,11247,1308
monai.io,3348,441
docs.monai.io,3100,385
github.com,2665,301
Bing,731,73
link.zhihu.com,248,33
link.csdn.net,230,33
statics.teams.cdn.office.net,208,39
notebooks.githubusercontent.com,133,26
colab.research.google.com,96,15
