url_path,views_total,views_unique
/Project-MONAI/tutorials,2010,1171
/Project-MONAI/tutorials/tree/main/3d_segmentation,778,401
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,611,301
/Project-MONAI/tutorials/tree/main,591,326
/Project-MONAI/tutorials/tree/main/generation/maisi,567,167
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,504,291
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,464,240
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,384,212
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,383,222
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,374,199
