url_path,views_total,views_unique
/Project-MONAI/tutorials,1846,1118
/Project-MONAI/tutorials/tree/main/3d_segmentation,622,344
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,493,233
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,488,262
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,443,251
/Project-MONAI/tutorials/tree/main,398,260
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,355,181
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,337,172
/Project-MONAI/tutorials/tree/main/generation/maisi,330,94
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,328,196
