referrer,views_total,views_unique
Google,8479,1274
monai.io,3056,500
docs.monai.io,2594,427
github.com,2043,296
Bing,420,79
statics.teams.cdn.office.net,261,49
cn.bing.com,181,34
link.zhihu.com,141,37
colab.research.google.com,120,21
notebooks.githubusercontent.com,99,23
