url_path,views_total,views_unique
/Project-MONAI/tutorials,993,609
/Project-MONAI/tutorials/tree/main/3d_segmentation,146,111
/Project-MONAI/tutorials/tree/main,143,95
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,137,75
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,135,76
/Project-MONAI/tutorials/tree/main/detection,123,33
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,103,71
/Project-MONAI/tutorials/blob/main/auto3dseg/README.md,101,69
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,101,68
/Project-MONAI/tutorials/tree/main/auto3dseg,91,58
