referrer,views_total,views_unique
Google,2278,816
github.com,907,251
Bing,273,71
monai.readthedocs.io,214,77
chatgpt.com,175,69
project-monai.github.io,128,55
monai-dev.readthedocs.io,39,13
search.brave.com,39,8
qwant.com,29,5
Baidu,27,3
