time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-09 00:00:00+00:00,10,8,643,167
2025-06-10 00:00:00+00:00,17,15,1763,414
2025-06-11 00:00:00+00:00,9,8,1572,435
2025-06-12 00:00:00+00:00,15,12,4380,436
2025-06-13 00:00:00+00:00,31,22,1871,379
2025-06-14 00:00:00+00:00,14,10,913,170
2025-06-15 00:00:00+00:00,18,11,812,200
2025-06-16 00:00:00+00:00,12,11,1467,426
2025-06-17 00:00:00+00:00,33,29,1647,408
2025-06-18 00:00:00+00:00,13,11,1707,389
2025-06-19 00:00:00+00:00,16,12,1400,340
2025-06-20 00:00:00+00:00,51,25,1256,311
2025-06-21 00:00:00+00:00,14,12,560,172
2025-06-22 00:00:00+00:00,5,5,591,187
2025-06-23 00:00:00+00:00,6,4,767,209
