referrer,views_total,views_unique
github.com,3438,602
Google,2967,732
docs.monai.io,1613,427
monai.io,1323,327
covid-segmentation.grand-challenge.org,120,31
paperswithcode.com,62,19
notebooks.githubusercontent.com,50,15
elearningv4.nuk.edu.tw,49,16
cn.bing.com,43,9
link.csdn.net,42,7
