referrer,views_total,views_unique
Google,5939,996
github.com,3325,422
docs.monai.io,2791,468
monai.io,2314,392
covid-segmentation.grand-challenge.org,82,17
statics.teams.cdn.office.net,76,13
medici-codalab-main.eastus.cloudapp.azure.com,73,12
notebooks.githubusercontent.com,71,15
paperswithcode.com,69,16
colab.research.google.com,69,14
