referrer,views_total,views_unique
Google,13408,1583
monai.io,3651,443
docs.monai.io,3427,410
github.com,3025,337
Bing,682,104
cn.bing.com,232,43
youtube.com,173,9
monai.medium.com,159,22
notebooks.githubusercontent.com,150,18
link.zhihu.com,147,38
