url_path,views_total,views_unique
/Project-MONAI/tutorials,1530,982
/Project-MONAI/tutorials/tree/main/3d_segmentation,346,207
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,299,162
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,294,161
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,252,116
/Project-MONAI/tutorials/tree/main,238,167
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,191,116
/Project-MONAI/tutorials/tree/main/generation/maisi,170,93
/Project-MONAI/tutorials/blob/main/3d_classification/densenet_training_array.ipynb,168,83
/Project-MONAI/tutorials/blob/main/3d_segmentation/unet_segmentation_3d_ignite.ipynb,157,80
