url_path,views_total,views_unique
/Project-MONAI/tutorials,1282,777
/Project-MONAI/tutorials/tree/main/3d_segmentation,434,234
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,364,218
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,346,176
/Project-MONAI/tutorials/tree/main,321,191
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,311,143
/Project-MONAI/tutorials/tree/main/generation/maisi,301,116
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,250,150
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,232,117
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,230,121
