url_path,views_total,views_unique
/Project-MONAI/tutorials,3585,1538
/Project-MONAI/tutorials/tree/main/3d_segmentation,1136,527
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,695,369
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,686,318
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,646,310
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,597,325
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,502,259
/Project-MONAI/tutorials/tree/main/auto3dseg,464,211
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,410,200
/Project-MONAI/tutorials/issues,290,86
