time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-08 00:00:00+00:00,20,18,1112,310
2026-04-09 00:00:00+00:00,16,15,841,268
2026-04-10 00:00:00+00:00,15,13,609,284
2026-04-11 00:00:00+00:00,39,21,478,187
2026-04-12 00:00:00+00:00,18,16,453,192
2026-04-13 00:00:00+00:00,13,12,659,271
2026-04-14 00:00:00+00:00,41,19,776,315
2026-04-15 00:00:00+00:00,20,18,837,307
2026-04-16 00:00:00+00:00,45,23,646,261
2026-04-17 00:00:00+00:00,16,16,1217,296
2026-04-18 00:00:00+00:00,42,18,351,135
2026-04-19 00:00:00+00:00,11,11,450,149
2026-04-20 00:00:00+00:00,35,17,801,275
2026-04-21 00:00:00+00:00,21,13,1392,348
