referrer,views_total,views_unique
github.com,3729,622
Google,3565,830
docs.monai.io,1714,411
monai.io,1374,365
elearningv4.nuk.edu.tw,314,40
covid-segmentation.grand-challenge.org,110,33
paperswithcode.com,78,24
link.csdn.net,64,12
medium.com,39,22
yandex.by,36,1
