referrer,views_total,views_unique
github.com,3710,598
Google,3500,876
docs.monai.io,1697,435
monai.io,1277,370
elearningv4.nuk.edu.tw,188,23
paperswithcode.com,85,27
statics.teams.cdn.office.net,50,11
Bing,45,24
covid-segmentation.grand-challenge.org,38,17
l.facebook.com,32,4
