url_path,views_total,views_unique
/Project-MONAI/tutorials,2726,1503
/Project-MONAI/tutorials/tree/main/3d_segmentation,2410,581
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,1646,410
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,1568,428
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,1254,319
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,1227,312
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,1149,316
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,1097,290
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,1028,276
/Project-MONAI/tutorials/tree/main/3d_classification,868,245
