url_path,views_total,views_unique
/Project-MONAI/tutorials,3135,1368
/Project-MONAI/tutorials/tree/main/3d_segmentation,1019,425
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,595,316
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,552,265
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,456,233
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,375,190
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,371,233
/Project-MONAI/tutorials/tree/main/3d_classification,257,144
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,257,127
/Project-MONAI/tutorials/search,252,87
