url_path,views_total,views_unique
/Project-MONAI/tutorials,3273,1258
/Project-MONAI/tutorials/tree/master/3d_segmentation,1128,490
/Project-MONAI/tutorials/blob/master/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,767,320
/Project-MONAI/tutorials/blob/master/3d_segmentation/brats_segmentation_3d.ipynb,747,377
/Project-MONAI/tutorials/blob/master/3d_segmentation/spleen_segmentation_3d.ipynb,706,310
/Project-MONAI/tutorials/tree/master/2d_segmentation/torch,553,301
/Project-MONAI/tutorials/blob/master/2d_classification/mednist_tutorial.ipynb,445,283
/Project-MONAI/tutorials/search,326,92
/Project-MONAI/tutorials/tree/master/3d_segmentation/torch,286,188
/Project-MONAI/tutorials/tree/master/3d_classification,242,141
