referrer,views_total,views_unique
Google,4873,1017
github.com,2402,311
docs.monai.io,2133,462
monai.io,1831,435
Bing,84,20
colab.research.google.com,79,20
medici-codalab-main.eastus.cloudapp.azure.com,68,14
statics.teams.cdn.office.net,62,10
link.csdn.net,54,14
DuckDuckGo,54,12
