referrer,views_total,views_unique
Google,1205,489
github.com,748,247
chatgpt.com,228,82
monai.readthedocs.io,196,75
Bing,156,55
monai-dev.readthedocs.io,37,11
yuque.com,30,2
project-monai.github.io,24,13
project-lighter.github.io,22,2
search.brave.com,20,6
