time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-31 00:00:00+00:00,,,1016,133
2024-04-01 00:00:00+00:00,27.0,12.0,3512,426
2024-04-02 00:00:00+00:00,23.0,19.0,4295,593
2024-04-03 00:00:00+00:00,11.0,10.0,4505,522
2024-04-04 00:00:00+00:00,12.0,12.0,3333,477
2024-04-05 00:00:00+00:00,12.0,11.0,3231,440
2024-04-06 00:00:00+00:00,4.0,4.0,2212,241
2024-04-07 00:00:00+00:00,6.0,6.0,2310,318
2024-04-08 00:00:00+00:00,12.0,9.0,4668,582
2024-04-09 00:00:00+00:00,11.0,9.0,5181,571
2024-04-10 00:00:00+00:00,7.0,7.0,3436,514
2024-04-11 00:00:00+00:00,8.0,8.0,4340,581
2024-04-12 00:00:00+00:00,11.0,10.0,4329,522
2024-04-13 00:00:00+00:00,4.0,4.0,2096,268
2024-04-14 00:00:00+00:00,1.0,1.0,826,105
