time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-06 00:00:00+00:00,5.0,3.0,784,216
2025-01-07 00:00:00+00:00,20.0,6.0,1271,362
2025-01-08 00:00:00+00:00,,,1577,417
2025-01-09 00:00:00+00:00,3.0,3.0,2072,397
2025-01-10 00:00:00+00:00,3.0,3.0,1801,381
2025-01-11 00:00:00+00:00,4.0,4.0,812,194
2025-01-12 00:00:00+00:00,1.0,1.0,799,219
2025-01-13 00:00:00+00:00,3.0,3.0,1966,465
2025-01-14 00:00:00+00:00,3.0,2.0,1918,485
2025-01-15 00:00:00+00:00,2.0,2.0,1721,451
2025-01-16 00:00:00+00:00,,,1705,452
2025-01-17 00:00:00+00:00,3.0,3.0,1501,419
2025-01-18 00:00:00+00:00,3.0,3.0,700,201
2025-01-19 00:00:00+00:00,7.0,3.0,664,211
2025-01-20 00:00:00+00:00,,,776,175
