referrer,views_total,views_unique
Google,10161,1383
monai.io,2932,342
docs.monai.io,2380,284
github.com,2169,249
Bing,684,96
DuckDuckGo,286,13
monai.medium.com,166,13
cn.bing.com,160,29
yandex.ru,132,5
colab.research.google.com,124,6
