url_path,views_total,views_unique
/Project-MONAI/tutorials,3620,1486
/Project-MONAI/tutorials/tree/main/3d_segmentation,1061,527
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,665,323
/Project-MONAI/tutorials/tree/main/auto3dseg,610,305
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,602,323
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,560,318
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,522,330
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,410,240
/Project-MONAI/tutorials/tree/main/3d_classification,310,176
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,287,148
