referrer,views_total,views_unique
Google,9052,1411
monai.io,3247,495
docs.monai.io,2926,450
github.com,2212,297
Bing,479,92
statics.teams.cdn.office.net,323,58
cn.bing.com,172,32
colab.research.google.com,140,28
notebooks.githubusercontent.com,132,33
link.zhihu.com,129,33
