url_path,views_total,views_unique
/Project-MONAI/tutorials,3520,1320
/Project-MONAI/tutorials/tree/main/3d_segmentation,1416,501
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,653,331
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,536,282
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,521,247
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,514,246
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,441,280
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,395,166
/Project-MONAI/tutorials/tree/main/3d_classification,344,168
/Project-MONAI/tutorials/issues,316,87
